digits_actual,digits_predicted,len_predicted
293,293,3
2842,282,3
40,40,2
181,181,3
44,44,2
215,225,3
79,79,2
129,129,3
315,315,3
15,15,2
70,70,2
16,16,2
20,20,2
30,30,2
91,91,2
24,24,2
35,35,2
7,7,1
171,471,3
2442,2442,4
1939,1939,4
58,58,2
20,20,2
601,601,3
94,92,2
32,32,2
87,87,2
27,27,2
583,583,3
46,19,2
18,18,2
200,24,2
7,7,1
141,141,3
49,49,2
578,578,3
41,41,2
21,21,2
14,14,2
19,19,2
8,8,1
112,112,3
5,25,2
49,49,2
645,645,3
53,53,2
8,8,1
50,50,2
173,173,3
519,510,3
30,30,2
734,134,3
21,21,2
41,41,2
2,1,1
21,21,2
14,14,2
99,99,2
244,240,3
84,84,2
13,15,2
98,98,2
449,447,3
69,69,2
34,34,2
124,124,3
186,186,3
12,12,2
4,4,1
41,41,2
12,12,2
5,5,1
18,18,2
8,3,1
57,77,2
2083,2366,4
46,46,2
51,31,2
29,20,2
31,31,2
25,25,2
44,44,2
2,2,1
40,40,2
11,111,3
7,7,1
12,102,3
10,10,2
264,264,3
20,20,2
29,29,2
3419,3419,4
4,4,1
40,40,2
57,57,2
49,49,2
6,6,1
333,333,3
229,229,3
91,91,2
97,97,2
1942,1942,4
1938,1938,4
21,21,2
2527,2527,4
207,207,3
57,57,2
1,1,1
520,550,3
82,82,2
27,27,2
30,30,2
92,92,2
95,95,2
1,1,1
161,161,3
156,156,3
27,27,2
78,78,2
31,31,2
150,50,2
270,270,3
212,212,3
51,51,2
258,258,3
94,94,2
114,114,3
2,2,1
8,8,1
30,30,2
79,79,2
84,84,2
2627,2627,4
42,44,2
14,14,2
58,58,2
234,234,3
38,38,2
312,312,3
246,246,3
170,170,3
20,20,2
6,8,1
48,48,2
124,124,3
11,11,2
1906,1906,4
8,8,1
78,78,2
26,26,2
344,344,3
5,5,1
57,57,2
21,21,2
72,72,2
5,5,1
9,9,1
196,196,3
22,22,2
40,40,2
308,308,3
31,31,2
15,15,2
10,10,2
44,44,2
6,5,1
35,35,2
6,6,1
55,53,2
1969,285,3
1106,106,3
312,312,3
155,155,3
4,4,1
17,17,2
33,33,2
30,30,2
227,227,3
85,85,2
94,94,2
63,603,3
8888,2888,4
8,8,1
22,22,2
20,20,2
14,14,2
31,31,2
80,80,2
440,440,3
14,14,2
36,36,2
43,43,2
309,309,3
41,41,2
19,19,2
41,41,2
88,88,2
58,58,2
18,18,2
16,16,2
45,45,2
1216,216,3
99,99,2
82,82,2
21,21,2
72,72,2
307,307,3
544,544,3
237,237,3
41,41,2
34,41,2
7,7,1
27,27,2
1264,28,2
16,16,2
61,61,2
18,18,2
58,58,2
17,11,2
118,118,3
171,171,3
7,7,1
27,27,2
50,50,2
8,8,1
182,182,3
5,6,1
1,1,1
2,2,1
66,66,2
37,37,2
201,201,3
11,11,2
11,1,1
212,212,3
16,16,2
754,154,3
528,528,3
56,16,2
89,89,2
179,179,3
1283,1283,4
37,37,2
19,19,2
1301,1330,4
46,46,2
72,72,2
16,16,2
9,9,1
1883,1883,4
64,64,2
125,125,3
12,12,2
12,12,2
62,62,2
237,237,3
308,308,3
70,170,3
60,60,2
233,233,3
120,120,3
29,29,2
265,265,3
85,85,2
160,160,3
10,10,2
43,43,2
276,274,3
210,210,3
48,48,2
11,11,2
78,77,2
67,67,2
8,8,1
9,9,1
73,73,2
31,31,2
313,313,3
41,41,2
8,8,1
39,39,2
43,43,2
49,49,2
8,8,1
3,1,1
39,39,2
247,247,3
1,1,1
724,724,3
327,327,3
16,16,2
24,24,2
95,95,2
452,452,3
21,21,2
1,7,1
5,3,1
158,158,3
158,158,3
4,4,1
276,276,3
4,4,1
25,25,2
40,10,2
26,26,2
51,51,2
82,82,2
634,634,3
270,270,3
476,476,3
46,46,2
13,13,2
64,64,2
415,415,3
5,5,1
111,111,3
14,14,2
14,12,2
282,282,3
284,284,3
187,187,3
132,122,3
22,22,2
487,487,3
325,325,3
14,14,2
5,5,1
77,77,2
150,150,3
16,16,2
42,42,2
29,29,2
16,16,2
12,12,2
17,17,2
1388,1388,4
296,16,2
6,6,1
6,6,1
28,28,2
85,85,2
15,15,2
4421,1421,4
7,0,1
29,29,2
34,34,2
554,554,3
21,21,2
551,551,3
4,4,1
1,1,1
80,80,2
178,178,3
364,364,3
5,5,1
39,39,2
53,53,2
247,247,3
345,345,3
1174,174,3
166,166,3
24,24,2
10,19,2
86,86,2
9,9,1
43,43,2
325,325,3
48,48,2
90,90,2
31,31,2
23,23,2
75,75,2
24,24,2
12,12,2
57,57,2
9,9,1
418,418,3
32,32,2
20,20,2
69,69,2
70,70,2
427,427,3
31,31,2
51,51,2
34,34,2
144,144,3
69,69,2
351,351,3
8,8,1
49,49,2
33,33,2
130,130,3
768,768,3
14,14,2
17,17,2
100,100,3
45,45,2
1823,1139,4
38,71,2
98,98,2
67,73,2
45,45,2
14,14,2
37,37,2
79,79,2
67,67,2
15,15,2
22,72,2
6,6,1
154,154,3
32,32,2
147,147,3
4,4,1
45,45,2
72,72,2
5,5,1
56,56,2
49,45,2
3,3,1
20,29,2
36,36,2
207,2223,4
47,47,2
15,15,2
38,38,2
29,29,2
52,52,2
40,40,2
7,7,1
22,22,2
5,3,1
1,1,1
58,58,2
151,151,3
28,28,2
249,249,3
85,85,2
129,129,3
89,89,2
137,137,3
6,5,1
28,28,2
11,11,2
398,398,3
114,114,3
83,33,2
12,12,2
1,1,1
219,249,3
38,38,2
60,160,3
16,16,2
49,49,2
29,75,2
193,192,3
213,213,3
11,11,2
115,115,3
55,55,2
13,13,2
52,52,2
23,23,2
1789,1789,4
14,14,2
11,11,2
22,22,2
53,53,2
82,82,2
13,13,2
35,35,2
88,88,2
4,4,1
137,137,3
22,22,2
58,58,2
3,1,1
43,43,2
24,24,2
127,127,3
73,73,2
12,12,2
147,147,3
53,53,2
117,117,3
66,66,2
709,709,3
30,30,2
22,22,2
4,4,1
285,285,3
816,7,1
154,154,3
84,34,2
47,47,2
66,66,2
453,453,3
31,31,2
46,46,2
45,45,2
2,2,1
44,44,2
2,2,1
94,94,2
63,63,2
26,26,2
17,17,2
37,37,2
21,21,2
29,29,2
18,18,2
2,2,1
15,15,2
53,53,2
55,55,2
1,1,1
523,523,3
113,113,3
254,254,3
27,27,2
47,47,2
1454,1454,4
1387,1387,4
76,176,3
1,1,1
43,43,2
185,185,3
54,54,2
30,30,2
109,109,3
52,52,2
42,42,2
136,136,3
260,260,3
40,40,2
12,122,3
63,63,2
17,31,2
458,458,3
822,822,3
25,25,2
17,17,2
100,100,3
34,34,2
16,16,2
134,134,3
216,216,3
69,69,2
33,59,2
71,71,2
24,24,2
5,5,1
1585,1585,4
132,132,3
134,174,3
144,144,3
6,6,1
96,96,2
31,31,2
95,95,2
134,134,3
55,55,2
19,19,2
24,24,2
75,25,2
38,38,2
16,16,2
6698,1168,4
65,65,2
1,1,1
46,46,2
356,356,3
68,68,2
40,40,2
24,24,2
15,15,2
44,44,2
10,10,2
71,71,2
108,108,3
70,70,2
31,31,2
12,12,2
92,92,2
1647,140,3
29,29,2
44,44,2
13,18,2
67,67,2
2,2,1
46,46,2
51,51,2
1788,1783,4
164,164,3
15,15,2
14,14,2
760,760,3
281,281,3
26,26,2
569,569,3
9,7,1
143,143,3
18,13,2
44,44,2
10,10,2
35,35,2
2335,335,3
61,61,2
15,15,2
17,17,2
37,37,2
2034,254,3
269,269,3
19,19,2
71,71,2
88,88,2
310,910,3
99,99,2
24,24,2
77,77,2
810,810,3
54,54,2
924,124,3
273,273,3
14,14,2
36,36,2
69,63,2
8,6,1
507,507,3
30,10,2
113,113,3
12,12,2
4,4,1
530,550,3
2,12,2
3,43,2
67,67,2
63,63,2
21,21,2
86,86,2
30,30,2
38,38,2
27,2,1
140,18,2
55,55,2
129,129,3
19,19,2
49,49,2
37,37,2
29,29,2
50,59,2
97,97,2
145,145,3
1,1,1
9,9,1
252,252,3
8,8,1
34,34,2
489,1,1
441,441,3
416,416,3
260,260,3
100,100,3
14,14,2
11,11,2
150,130,3
56,56,2
21,21,2
79,75,2
31,31,2
8,8,1
75,75,2
28,28,2
14,14,2
637,637,3
7,7,1
90,90,2
27,27,2
20,20,2
2274,2274,4
37,137,3
5,5,1
69,69,2
90,90,2
274,274,3
1878,1878,4
136,136,3
156,156,3
37,37,2
621,621,3
9,1,1
39,39,2
92,92,2
121,121,3
158,158,3
29,29,2
43,43,2
682,682,3
405,405,3
13,13,2
134,134,3
25,25,2
23,23,2
42,42,2
47,47,2
25,25,2
74,74,2
23,23,2
50,50,2
6,6,1
659,659,3
10,10,2
12,12,2
17,17,2
0,3,1
366,366,3
23,23,2
40,40,2
36,36,2
18,18,2
155,155,3
48,48,2
18,18,2
2667,2667,4
22,22,2
473,473,3
77,77,2
11,11,2
31,31,2
256,258,3
29,22,2
16,16,2
203,203,3
37,37,2
13,13,2
20,20,2
42,42,2
314,314,3
220,220,3
21,21,2
155,155,3
90,20,2
4,1,1
173,173,3
11,11,2
39,39,2
99,99,2
24,24,2
272,272,3
12,18,2
25,25,2
24,24,2
113,113,3
84,84,2
71,71,2
3,3,1
72,72,2
2,2,1
6,5,1
19,19,2
30,30,2
370,370,3
118,118,3
103,103,3
1,1,1
10,10,2
104,4,2
55,55,2
559,559,3
81,81,2
56,56,2
9,9,1
838,33,2
346,246,3
94,94,2
27,22,2
8,8,1
607,607,3
260,260,3
69,59,2
95,95,2
242,242,3
376,376,3
45,45,2
159,159,3
34,34,2
121,121,3
88,88,2
42,42,2
82,82,2
91,91,2
53,53,2
27,27,2
129,129,3
90,90,2
187,187,3
91,91,2
25,25,2
53,53,2
7,7,1
29,29,2
26,26,2
126,126,3
1,1,1
216,216,3
33,33,2
17,17,2
37,37,2
683,683,3
5,5,1
108,108,3
102,102,3
53,53,2
130,130,3
134,134,3
45,45,2
2,2,1
4,4,1
19,19,2
37,372,3
8,8,1
5,5,1
4,4,1
44,44,2
4345,1345,4
61,61,2
786,786,3
3,3,1
42,42,2
6,6,1
300,300,3
2130,2119,4
35,35,2
1083,1083,4
83,83,2
78,78,2
13,18,2
25,25,2
154,54,2
41,41,2
338,338,3
10,10,2
16,16,2
106,106,3
2,2,1
8,8,1
7,7,1
18,18,2
27,27,2
1,1,1
1578,1578,4
15,15,2
123,123,3
7,7,1
23,23,2
4,4,1
3,3,1
2,2,1
25,25,2
253,458,3
27,27,2
53,53,2
62,62,2
36,36,2
38,38,2
16,16,2
180,180,3
444,444,3
47,47,2
41,41,2
395,395,3
500,500,3
755,755,3
30,30,2
796,736,3
202,202,3
141,141,3
15,15,2
127,127,3
11,11,2
60,60,2
18,18,2
76,76,2
50,50,2
258,258,3
1462,1462,4
475,475,3
60,60,2
745,745,3
167,17,2
223,223,3
14,14,2
108,108,3
690,690,3
1,1,1
257,257,3
94,94,2
226,226,3
40,40,2
78,78,2
4,4,1
3,3,1
3987,3987,4
15,15,2
29,29,2
40,40,2
1,24,2
95,95,2
282,282,3
91,91,2
19,19,2
182,182,3
154,154,3
5,5,1
18,18,2
4,4,2
24,24,2
21,23,2
254,224,3
31,31,2
212,212,3
20,20,2
5,5,1
70,270,3
39,39,2
4,4,1
152,152,3
1,1,1
171,171,3
186,186,3
4,4,1
220,220,3
3,3,1
215,215,3
33,33,2
6,6,1
16,16,2
2,2,1
1,7,1
46,46,2
2,2,1
11,11,2
2,2,1
39,39,2
32,32,2
33,18,2
2126,1175,4
54,54,2
110,110,3
15,15,2
122,122,3
3,3,1
58,58,2
32,32,2
7,31,2
371,371,3
20,20,2
5,5,1
2,22,2
56,56,2
25,25,2
26,26,2
3,3,1
36,36,2
14,14,2
129,129,3
107,107,3
42,42,2
597,597,3
22,22,2
108,105,3
4,3,1
25,25,2
5,3,1
54,54,2
55,55,2
77,77,2
214,214,3
32,32,2
18,18,2
1714,1714,4
133,153,3
151,151,3
153,153,3
3,4,1
664,62,2
7,7,1
12,12,2
16,16,2
9,9,1
17,17,2
126,126,3
1,1,1
2925,2525,4
24,24,2
121,121,3
11,11,2
48,48,2
7,7,1
49,49,2
22,22,2
24,24,2
31,31,2
146,146,3
27,27,2
1915,1915,4
78,78,2
31,31,2
352,152,3
21,21,2
365,365,3
71,71,2
168,168,3
12,12,2
46,46,2
2,2,1
22,22,2
12,12,2
184,184,3
101,101,3
4,4,1
99,99,2
37,37,2
222,222,3
5,5,1
512,512,3
22,22,2
6,8,1
145,145,3
16,16,2
7,7,1
40,40,2
363,363,3
23,23,2
25,25,2
147,147,3
114,114,3
46,46,2
40,40,2
4,4,1
9,9,1
9,9,1
45,45,2
28,28,2
282,232,3
66,66,2
50,50,2
3,3,1
2650,2630,4
18,16,2
47,47,2
91,91,2
18,18,2
15,15,2
34,34,2
576,576,3
274,272,3
119,117,3
35,35,2
216,216,3
51,51,2
38,38,2
21,21,2
24,24,2
73,73,2
79,79,2
85,85,2
57,57,2
41,41,2
26,26,2
25,25,2
24,24,2
377,377,3
12,12,2
69,69,2
20,20,2
65,65,2
3,1,1
13,13,2
93,93,2
46,46,2
16,18,2
197,197,3
7,7,1
43,63,2
157,151,3
11,11,2
13,13,2
62,12,2
38,38,2
235,235,3
54,54,2
39,39,2
20,20,2
150,150,3
102,102,3
8,8,1
55,55,2
523,523,3
137,137,3
11,11,2
13,13,2
63,63,2
3,3,1
40,46,2
58,58,2
45,45,2
54,54,2
26,26,2
68,68,2
13,13,2
11,11,2
10,10,2
11,11,2
12,12,2
160,160,3
534,534,3
10,10,2
11,11,2
1,1,1
7,7,1
37,37,2
328,328,3
18,18,2
171,171,3
20,20,2
42,42,2
29,29,2
3,3,1
1922,1922,4
54,54,2
709,709,3
7,7,1
2,2,1
11,11,2
38,38,2
4,4,1
128,128,3
150,150,3
8,8,1
36,36,2
245,215,3
41,41,2
114,114,3
67,67,2
38,38,2
28,28,2
244,244,3
79,79,2
18,18,2
79,79,2
9,9,1
10,10,2
132,112,3
46,46,2
22,22,2
100,100,3
4,4,1
52,52,2
93,93,2
54,54,2
142,142,3
89,89,2
1570,1570,4
17,17,2
462,462,3
62,62,2
36,35,2
33,33,2
58,58,2
35,35,2
28,28,2
122,122,3
57,57,2
173,173,3
121,121,3
73,73,2
19,10,2
59,59,2
176,176,3
40,40,2
35,35,2
706,706,3
7,7,1
638,638,3
1,1,1
31,31,2
42,42,2
26,26,2
40,40,2
184,134,3
75,73,2
5,5,1
216,216,3
43,43,2
54,54,2
2,2,1
9,9,1
2442,2442,4
6,6,1
23,23,2
2,2,1
101,1801,4
14,114,3
1525,1525,4
12,12,2
412,412,3
30,30,2
22,22,2
1579,1579,4
231,231,3
6,6,1
52,52,2
76,76,2
317,337,3
532,532,3
25,25,2
495,495,3
115,115,3
443,177,3
159,159,3
18,18,2
77,7,1
308,308,3
24,24,2
91,91,2
16,16,2
158,158,3
72,72,2
547,547,3
23,23,2
6,6,1
4,4,1
1869,1889,4
116,116,3
5,5,1
37,37,2
91,91,2
95,35,2
18,18,2
14,14,2
72,72,2
54,54,2
30,30,2
6,6,1
6,6,1
49,49,2
10,10,2
113,13,2
16,16,2
100,100,3
24,24,2
15,175,3
41,41,2
60,60,2
109,109,3
11,11,2
41,31,2
15,15,2
2,2,1
81,81,2
85,85,2
40,40,2
40,44,2
5,5,1
1239,1231,4
37,37,2
6,6,1
134,134,3
12,12,2
33,33,2
36,36,2
62,62,2
46,46,2
19,19,2
65,65,2
217,217,3
12,12,2
105,105,3
50,50,2
24,24,2
80,89,2
90,90,2
63,63,2
38,38,2
48,48,2
23,23,2
36,36,2
13,13,2
12,12,2
86,86,2
91,91,2
57,52,2
83,83,2
129,129,3
123,123,3
59,59,2
65,45,2
17,17,2
42,42,2
42,42,2
173,173,3
2219,218,3
18,18,2
132,132,3
26,26,2
4,2,1
74,74,2
101,101,3
51,51,2
61,61,2
83,83,2
600,100,3
32,32,2
32,32,2
57,57,2
7,7,1
174,174,3
5,5,1
13,13,2
158,158,3
200,2070,4
27,221,3
2,2,1
52,52,2
112,112,3
8,8,1
20,20,2
40,40,2
107,3,1
19,19,2
57,57,2
8,8,1
62,62,2
116,116,3
136,136,3
17,17,2
250,250,3
4,4,1
1855,1855,4
131,131,3
120,120,3
220,220,3
200,200,3
536,536,3
16,16,2
97,97,2
1,1,1
103,103,3
68,68,2
27,27,2
260,260,3
2022,2022,4
56,56,2
85,85,2
17,17,2
90,90,2
8,8,1
62,62,2
5,5,1
133,173,3
6,6,1
34,34,2
118,118,3
42,42,2
32,32,2
38,38,2
14,14,2
33,33,2
4,4,1
41,41,2
1,1,1
24,24,2
69,69,2
261,261,3
152,152,3
31,31,2
1,1,1
42,42,2
30,30,2
28,28,2
393,393,3
19,19,2
30,30,2
28,28,2
3,3,1
25,25,2
79,79,2
29,29,2
495,495,3
103,103,3
160,160,3
15,15,2
70,10,2
85,85,2
14,14,2
10,10,2
14,14,2
64,64,2
38,38,2
13,13,2
57,97,2
16,16,2
573,573,3
37,37,2
50,50,2
43,43,2
30,30,2
6,6,1
108,6,2
148,148,3
241,240,3
128,128,3
3,3,1
77,77,2
101,101,3
30,30,2
886,886,3
5,5,1
41,41,2
131,131,3
68,68,2
45,45,2
347,347,3
61,61,2
70,70,2
52,52,2
78,78,2
8,8,1
38,38,2
10,10,2
18,18,2
81,81,2
128,128,3
8,8,1
35,35,2
184,184,3
5,8,1
72,72,2
81,81,2
174,174,3
171,171,3
21,11,2
31,31,2
700,700,3
10,10,2
12,12,2
263,263,3
59,59,2
32,32,2
31,33,2
33,33,2
6,6,1
8,8,1
12,12,2
305,305,3
43,48,2
23,23,2
5,5,1
27,27,2
3,3,1
11,11,2
19,11,2
25,26,2
2338,2338,4
5,5,1
15,15,2
233,273,3
44,44,2
25,25,2
3,3,1
64,64,2
7912,2312,4
102,102,3
1,1,1
2,2,1
157,157,3
40,40,2
1,1,1
97,97,2
20,20,2
58,58,2
61,61,2
180,160,3
4,4,1
61,161,3
44,41,2
51,51,2
2,2,1
19,19,2
27,27,2
24,24,2
22,22,2
3,3,1
295,295,3
1,1,1
33,33,2
764,266,3
67,67,2
218,18,2
19,19,2
26,16,2
48,48,2
360,340,3
41,40,2
150,150,3
68,68,2
35,35,2
12,2,1
660,660,3
10,10,2
39,39,2
20,20,2
22,22,2
443,443,3
619,619,3
28,28,2
107,107,3
44,44,2
426,4,1
1,1,1
1,1,1
83,83,2
131,131,3
30,30,2
30,30,2
35,15,2
316,316,3
10,10,2
18,58,2
107,107,3
51,51,2
82,82,2
28,28,2
17,17,2
34,34,2
1,1,1
134,134,3
10,10,2
2301,2301,4
273,277,3
42,42,2
6,6,1
61,61,2
9,9,1
1,1,1
762,732,3
55,33,2
18,12,2
39,39,2
51,51,2
37,37,2
77,77,2
310,310,3
1988,1988,4
48,48,2
54,54,2
1,1,1
61,61,2
123,123,3
431,431,3
16,16,2
303,303,3
25,25,2
1206,1106,4
31,31,2
10,10,2
37,37,2
129,122,3
18,18,2
29,29,2
23,23,2
192,192,3
32,32,2
314,314,3
90,90,2
554,554,3
45,45,2
43,43,2
9,3,1
52,52,2
28,28,2
137,137,3
67,67,2
69,69,2
15,15,2
734,734,3
25,25,2
27,27,2
283,283,3
43,43,2
88,88,2
170,170,3
48,48,2
122,122,3
50,50,2
44,44,2
74,74,2
12,12,2
85,94,2
3,3,1
18,18,2
17,17,2
560,560,3
48,48,2
60,60,2
101,300,3
43,43,2
1323,1382,4
39,39,2
112,112,3
34,34,2
22,22,2
199,169,3
2,2,1
110,110,3
2,2,1
253,253,3
251,257,3
5,9,1
28,28,2
59,59,2
52,52,2
31,31,2
510,510,3
129,129,3
64,67,2
21,21,2
710,710,3
46,46,2
8,8,1
79,79,2
22,22,2
12,12,2
19,19,2
58,58,2
136,136,3
39,39,2
7,7,1
9,9,1
82,22,2
1050,259,3
449,449,3
85,85,2
6,6,1
20,40,2
132,132,3
16,16,2
631,5,1
98,98,2
112,12,2
41,41,2
80,80,2
21,21,2
226,226,3
13,13,2
70,70,2
4,4,1
46,46,2
74,74,2
44,14,2
24,24,2
2,2,1
76,76,2
138,138,3
229,229,3
14,14,2
56,56,2
6,6,1
114,114,3
61,61,2
22,22,2
4,3,1
55,55,2
23,23,2
117,117,3
43,43,2
1139,1139,4
5,5,1
1350,1356,4
31,31,2
36,36,2
61,61,2
360,360,3
75,75,2
11,11,2
90,90,2
2604,2604,4
21,21,2
74,74,2
143,143,3
61,61,2
62,62,2
317,317,3
83,83,2
334,334,3
5,15,2
582,582,3
8,8,1
31,31,2
59,59,2
40,40,2
228,228,3
15,15,2
514,54,2
31,31,2
68,68,2
11,11,2
19,13,2
147,147,3
44,44,2
7,7,1
2421,2221,4
47,47,2
341,341,3
18,18,2
39,39,2
12,12,2
20,20,2
30,30,2
1041,104,3
300,300,3
58,38,2
13,13,2
18,18,2
1554,1554,4
8,8,1
5,5,1
9,9,1
8,8,1
265,465,3
4,4,1
24,24,2
44,24,2
8,8,1
2,2,1
299,299,3
52,52,2
1,1,1
75,75,2
102,102,3
73,73,2
5,5,1
208,208,3
118,118,3
87,87,2
51,51,2
209,209,3
36,36,2
33,33,2
30,30,2
260,260,3
2,2,1
14,14,2
41,71,2
90,90,2
85,85,2
66,66,2
31,31,2
3,3,1
77,27,2
230,230,3
9,29,2
8,6,1
95,95,2
12,12,2
15,15,2
8,8,1
315,315,3
51,51,2
29,29,2
26,26,2
298,298,3
122,122,3
260,260,3
2,2,1
18,18,2
293,293,3
585,585,3
70,70,2
5,5,1
47,47,2
11,11,2
4,4,1
21,21,2
226,226,3
1390,1390,4
226,226,3
257,257,3
723,723,3
123,123,3
42,42,2
16,16,2
394,394,3
140,140,3
405,405,3
165,165,3
7,7,1
63,63,2
23,23,2
10,70,2
579,579,3
216,216,3
657,657,3
4,4,1
0,7,1
25,25,2
165,165,3
54,54,2
97,97,2
46,46,2
275,275,3
9,9,1
2183,2183,4
22,22,2
35,35,2
97,97,2
37,37,2
137,137,3
35,35,2
8,8,1
3,3,1
13,13,2
13,13,2
24,24,2
119,119,3
1,1,1
944,944,3
282,282,3
68,68,2
369,369,3
44,44,2
71,71,2
92,92,2
3,3,1
44,44,2
244,244,3
2,2,1
7,7,1
11,1,1
61,61,2
115,115,3
133,133,3
28,28,2
52,2,1
56,56,2
38,38,2
59,59,2
338,338,3
41,41,2
26,23,2
23,23,2
248,248,3
42,42,2
2238,11,2
333,333,3
51,51,2
17,37,2
134,134,3
2218,2218,4
181,181,3
11,11,2
175,175,3
26,26,2
38,38,2
85,85,2
161,161,3
306,306,3
39,39,2
21,21,2
9,9,1
14,14,2
1254,1254,4
40,40,2
87,37,2
17,17,2
2,2,1
16,16,2
15,15,2
1,1,1
31,31,2
514,554,3
1417,1417,4
46,46,2
244,244,3
6,6,1
352,352,3
29,29,2
600,600,3
18,18,2
35,35,2
213,13,2
12,12,2
82,82,2
58,58,2
199,199,3
90,90,2
95,95,2
36,36,2
59,59,2
32,32,2
32,32,2
97,97,2
9,59,2
510,510,3
59,59,2
25,25,2
42,42,2
108,108,3
23,23,2
84,84,2
17,17,2
92,92,2
841,841,3
50,50,2
517,171,3
25,25,2
71,71,2
20,20,2
134,134,3
27,27,2
2,2,1
300,300,3
19,19,2
172,172,3
11,11,2
56,56,2
4,4,1
259,259,3
1691,1651,4
21,21,2
41,41,2
200,200,3
5,5,1
653,153,3
18,18,2
190,190,3
17,17,2
13,13,2
219,219,3
35,35,2
25,25,2
260,260,3
546,546,3
430,430,3
3,3,1
90,90,2
14,14,2
4,4,1
5,5,1
28,28,2
1,1,1
670,670,3
56,56,2
4,4,1
204,204,3
912,912,3
17,75,2
6,6,1
127,127,3
43,43,2
1211,121,3
51,51,2
31,31,2
1172,172,3
133,153,3
3,5,1
68,68,2
271,271,3
85,88,2
22,122,3
459,59,2
80,80,2
180,20,2
72,72,2
370,370,3
112,112,3
81,81,2
200,201,3
256,256,3
29,29,2
44,44,2
39,39,2
88,83,2
118,118,3
649,649,3
672,672,3
749,749,3
84,84,2
10,10,2
276,74,2
182,182,3
277,277,3
60,60,2
21,21,2
272,272,3
203,203,3
41,41,2
64,64,2
61,61,2
255,255,3
4,4,1
64,64,2
71,71,2
9,9,1
64,64,2
95,95,2
2401,2400,4
27,27,2
319,319,3
155,155,3
14,14,2
2511,2511,4
2470,7,1
8,8,1
62,62,2
42,42,2
39,39,2
10,10,2
112,112,3
209,209,3
55,55,2
19,19,2
13,13,2
31,21,2
17,17,2
53,53,2
42,42,2
3502,3502,4
268,268,3
73,73,2
28,28,2
6,6,1
91,91,2
9,9,1
6,7,1
2082,2082,4
58,58,2
2,2,1
51,51,2
20,20,2
108,108,3
288,288,3
20,20,2
3,3,1
49,49,2
2,2,1
243,243,3
45,45,2
53,53,2
35,35,2
1,1,1
49,49,2
58,58,2
295,295,3
11,11,2
51,30,2
1414,18,2
2006,2006,4
49,49,2
27,27,2
144,144,3
28,28,2
96,99,2
39,39,2
25,25,2
38,38,2
2235,2235,4
2,2,1
77,77,2
2575,2575,4
32,582,3
13,3,1
3,3,1
32,32,2
4,4,1
31,31,2
294,294,3
31,31,2
39,39,2
264,264,3
12,12,2
68,68,2
59,50,2
141,141,3
2419,2419,4
18,18,2
24,24,2
102,102,3
12,12,2
9,9,1
22827,1237,4
82,82,2
4,4,1
51,51,2
159,159,3
165,165,3
41,41,2
41,41,2
9,9,1
53,53,2
5,5,1
8,2,1
19,19,2
9,9,1
32,32,2
651,651,3
91,91,2
414,146,3
20,20,2
43,43,2
2510,2510,4
30,30,2
2,2,1
39,39,2
17,17,2
6,3,1
24,24,2
31,81,2
54,54,2
70,70,2
207,207,3
11,11,2
167,167,3
7,2,1
886,886,3
10,10,2
217,217,3
179,179,3
4,4,1
655,655,3
6,6,1
40,40,2
27,27,2
4,4,1
5,5,1
6,6,1
288,268,3
617,17,2
400,400,3
72,72,2
4,4,1
16,16,2
55,55,2
4,4,1
11,11,2
11,11,2
28,78,2
18,18,2
177,177,3
4,4,1
27,27,2
109,108,3
35,35,2
27,27,2
1,1,1
4,4,1
54,54,2
4,4,1
1565,1655,4
21,21,2
1,1,1
631,631,3
58,518,3
32,32,2
4,4,1
56,56,2
9,9,1
60,60,2
272,377,3
20,20,2
35,75,2
172,172,3
24,24,2
1430,1430,4
10,10,2
68,68,2
321,352,3
18,18,2
10,14,2
60,62,2
431,431,3
139,139,3
16,16,2
243,243,3
778,770,3
650,650,3
61,61,2
63,63,2
24,24,2
127,127,3
76,76,2
37,37,2
390,399,3
69,69,2
39,39,2
6,6,1
13,13,2
33,33,2
10,10,2
5,5,1
48,48,2
31,71,2
61,61,2
57,57,2
121,121,3
605,605,3
39,39,2
25,25,2
219,219,3
45,45,2
513,53,2
217,87,2
1,1,1
10,10,2
328,28,2
29,29,2
150,150,3
7,7,1
556,559,3
314,314,3
28,28,2
654,654,3
520,170,3
75,73,2
15,13,2
1100,1100,4
71,71,2
18,18,2
36,36,2
10,10,2
42,42,2
52,52,2
133,133,3
18,18,2
25,25,2
12,12,2
32,32,2
3,3,1
28,28,2
61,61,2
66,66,2
10,10,2
49,0,1
45,45,2
397,397,3
335,335,3
22,22,2
53,53,2
8,8,1
48,48,2
83,83,2
213,213,3
304,304,3
104,104,3
91,91,2
232,232,3
83,83,2
46,46,2
53,53,2
185,125,3
98,98,2
26,26,2
107,107,3
93,43,2
8,8,1
37,37,2
60,60,2
3,5,1
191,191,3
50,50,2
0,1,2
1145,115,3
2551,2251,4
10,10,2
39,3,1
3,3,1
1082,1082,4
251,251,3
7,7,1
63,63,2
6,6,1
30,30,2
11,1,1
29,29,2
12,12,2
160,160,3
65,65,2
95,96,2
791,237,3
14,14,2
73,73,2
59,59,2
65,65,2
155,155,3
43,13,2
44,44,2
5,5,1
29,99,2
2426,2426,4
1706,1706,4
